economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
BGD,19.3039436708071,22.4823523745223,21.554848275691,21.6397630631354,24.1502678104311,23.0293137134448,22.9361029749964,21.9018601093214,19.9371403769383,19.8113211700256,20.8205969538367,17.0190718372794,19.4072895559385,18.3946565109774,14.0496210654104,10.9956261323865,22.3822749296616,19.4221981983695,21.0385149611892,21.9070635430834,23.377231112235,19.2471590909091,20.6069241937352,20.3168806212371,16.8117271749034,18.2221846249994,17.0187425082782,16.6877976312963,17.6780643099612,18.3251740190693,18.9665020125385,18.8898268850747,19.9340055024511,23.1215830698982,22.8658645545703,28.2094960764218,26.0760877233809,26.3255133900833,27.8800634028394,28.3879405571158,29.3217143619038,32.0980170730117,28.9673807211649,27.657884900158,26.8582341492431,34.396934864465,38.1119244325921,39.9423826531735,42.6209140325589,40.092796223023,37.8028426708321,47.4208498356898,48.1109227476789,46.2964027239758,44.5140801968096,42.0859963070382,37.9542963529911,35.3040000906967,38.2448929879071,36.7592997489934,30.5194652536508
BGR,,,,,,,,,,,,,,,,,,,,,66.3964173548912,70.1610468042275,67.4993968221142,74.0878629932986,78.3773116646511,85.9973677186588,83.5035643944016,83.4076531631779,91.4617513059035,94.578970772527,69.847060845197,82.6823876197494,100.049800796813,84.0414854466377,90.7201293759513,55.2626916823838,85.8206737376906,86.4637364673225,77.0452088576146,90.0749760451372,77.7457069237525,79.0813687477668,75.2696110143524,79.0138810581269,93.0638911878994,99.7142133335392,111.04746275381,123.609646159658,124.785885742919,92.6926468702512,103.411584202859,117.456289316293,123.993561447479,129.732659126464,130.28729035681,126.700942430032,122.833824180651,129.676597014807,128.851881427473,124.640430112714,109.177527503356
BHR,,,,,,,,,,,,,,,,,,,,,239.348924963302,251.13888334995,225.758688357164,189.632583309598,190.330268981954,191.610232321025,183.523568876884,189.767930827029,172.832411464694,186.273821160598,210.160965794769,180.64181022066,181.124037169727,164.603897100189,155.17817162615,152.464315379845,164.115419261449,148.582078139234,128.48910154402,141.831698808263,135.809135327865,127.026266277537,131.133634216392,128.091582155216,140.737310039923,148.313525108923,147.104181068989,137.785050572304,145.882511145821,117.963725409489,120.472394522656,174.155268022181,185.884650580276,191.872554115951,175.567836938356,154.931374967452,139.620555512011,143.086667256454,150.812440416932,141.703541573634,
BHS,,,,,,,,,,,,,,,,,,148.793828892006,150.180201826045,129.075265039896,133.258443795402,129.75113915177,125.337388329215,124.584487534626,121.895056587134,124.061710865761,121.72295247725,117.126017580178,,111.000326583932,110.120025268478,106.118618136001,101.461563203602,103.359961190168,104.401963792574,104.465441819773,105.856747021336,79.7348855718879,77.7261671656993,75.7027383336782,79.6449438925669,72.5008806383396,70.2779817050926,71.063540505226,76.0019833710461,81.3962709176308,87.5507143032777,88.0128155625079,87.4292228766863,76.5210439633098,78.6756024311196,88.3336891598687,84.2507345739471,87.3039467916833,83.8946773281641,73.2763695692396,70.1073995630639,71.9831387493224,75.5760332767297,71.3431679377716,49.9096643956599
BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.847227683838,91.8796126648453,107.500043530726,100.630964756317,125.666609057011,121.820541564193,85.3577430724572,86.0357325097937,78.7274794065835,80.5694572508704,81.8126839831186,84.3554627604899,79.8299477323402,83.5518586058611,86.1628796529545,73.7474943945401,80.9682160469805,87.8363477794549,88.1451090130116,87.931241526415,90.552280886564,89.3416617416796,89.30824991315,97.9595674308684,99.7748645936587,95.6711502066232,83.003649282439
BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6073903002309,66.6666666666667,117.391304347826,150.964467005076,155.375709548699,103.718194772782,96.7748997857579,125.516179156558,122.957697735989,120.835117829629,141.609165955024,137.044930473063,131.002058282291,134.141852273225,142.136510387704,118.88435169233,124.295103889386,128.153877979073,129.599478545475,108.63564482836,115.917972989303,157.974255073313,153.085269313372,119.815965235724,110.651424367582,115.914826201946,125.209322899662,133.367754723012,139.393736250171,130.850406102184,120.682353101234
BLZ,,,,,,,,,,,,,,,,,,,,,102.341747670488,106.384682842081,97.9937787932662,94.2278520234975,109.383270281863,90.621780030458,93.6906998728032,101.456893022773,107.296399310121,104.325600040742,100.241628725236,43.6228802006653,102.57523868515,96.8151051052177,102.198704542497,97.0278801945448,100.226140011844,108.441948300208,109.485721333836,121.675786526963,126.645263882971,120.446497487358,119.635765513748,119.945111489142,109.744174978072,118.594102714498,123.479259832129,124.132138296374,133.713088869322,109.455766069241,117.702403706829,126.947888951266,128.25657946145,131.952880925385,127.241269596866,125.229297112748,113.30752351374,112.072902364282,113.010631596286,110.022797028931,85.6289794691649
BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.595080341836,76.2704368073774,73.7823030616219,76.2701066974999,76.5167474588353,73.2954985174785,72.7499093828891,72.3924284503794,77.121210841865,75.8610539418633,72.0724275505283
BOL,40.1428890377316,39.7372742200328,40.754646142294,43.3228730822873,43.7722419928826,48.1476323119777,47.7358490566038,48.5131974607417,43.8186813186813,43.6707714596161,48.9571263035921,45.7897971727105,45.1315789473684,56.0343463121241,62.0901346785323,58.154952408662,57.5630636398558,56.4190706244871,52.7033855482567,51.5707792927613,46.8468468468468,46.5277777777778,58.3798882681564,52.3885350318471,49.4702020985166,41.8927645575655,47.0437259596079,43.8681607915359,41.9062514460229,45.6546787096107,46.7032732211903,48.4449664982379,49.1108569698764,47.4671274983013,48.8608514107981,49.7379857027158,49.8562911066617,50.4696634073311,52.2811617688536,44.1682546423174,45.5977751096643,45.2278213515973,49.350260466538,51.9678351389575,57.4642663162886,67.6419424916322,74.5378491112511,76.0619116458958,82.8670211992063,68.6270745184224,75.511626518795,82.4803951797343,84.9487614326701,81.2309074463408,85.2644693114634,67.9328449724475,56.4010349614731,56.7046527648693,57.1099643246793,56.397306667218,45.671442068632
BRA,12.6239740100549,12.8933967789278,9.38485014285999,17.9399844236981,12.2058053601836,12.8920351041091,12.2632941076674,11.3543843508467,12.5906263621837,13.2759246918131,14.4791733661385,14.6509169793049,16.1319526216382,16.8561891361338,20.9677780688456,18.2343303683349,16.4155479824129,15.1552494051265,14.5778875985257,16.5668826070039,20.1554074919697,19.6329239927092,16.4911703717319,21.9003525232033,23.8300746655351,20.4497665840761,15.8606541448617,16.2623973391021,17.7672447097938,14.3908776471252,15.1556030168911,16.592126217661,19.2533725262558,19.5993201858154,18.6747597961023,16.9844600076399,15.6355914783829,16.5762092633371,16.438584928207,20.982166473881,22.639761914791,26.9362850214308,27.6183575306239,28.1403847867879,29.6782527398239,27.0867950578774,26.0416998192019,25.2926114762548,27.257569361408,22.1059755205507,22.7721781120049,23.9344051776102,25.1142736086534,25.7859573236572,24.68540581659,26.9536259376792,24.5336820788448,24.3197343731565,28.876203377402,28.4559373152372,32.3542958798965
BRB,,,,,,,,,,,,,,,,110.790814348365,111.301817215983,110.699382625342,126.434355651677,141.556033523696,120.849705304519,109.446675591254,110.760358821017,118.881737731295,118.253968253968,108.652557319224,92.3417924831352,77.3424737456243,79.7120131651125,83.5390334572491,86.5035829009143,81.9758858267717,75.9223300970874,80.0819277108434,83.4203836376242,91.8995290423862,93.4160706773244,95.763184079602,88.0444758206848,88.1910055583628,90.5785259029253,86.3627434932067,83.4717527764365,90.0919146284468,92.0467411815938,97.616180128289,102.445409602845,99.3183985879332,102.31187460815,89.384604187661,95.9088587196468,93.4739055287171,89.7597885032538,87.8842206542656,85.3479963802832,84.5313987274655,85.2671231884058,82.9143009240659,80.992899832891,83.6916711460933,
BRN,,,,,,,,,,,,,,,107.407690543536,113.485417268265,111.913768095333,110.722059241033,109.48541402428,109.199455478834,105.025773195876,106.856740202721,106.569503040929,107.25144327232,,,,,,97.0192105593723,99.0753800344774,106.849100860047,105.781364636831,106.526982212843,99.4874259170271,115.543964232489,120.573963676695,115.67966826487,107.87610619469,104.219571630114,103.171625469555,108.718870678156,108.747969082215,105.258467568502,100.589570685232,97.4576166216243,96.9411493596989,95.7504672644039,105.913844072184,108.572636487672,95.3689459604066,99.5365403596103,105.641023977752,110.936878837404,102.420968814048,89.893790077624,87.3182670815342,85.1767490461377,93.896319873231,108.509658357959,110.291003654944
BTN,,,,,,,,,,,,,,,,,,,,,54.1148363622212,66.7818591572024,64.6804955585716,61.1156500909773,61.2472309479528,69.7536749506976,73.768576432146,64.2819609217083,80.4822195179571,68.8145422221641,61.2162874402471,75.9729858132023,91.7608375674865,78.7559933474217,72.1007793556435,83.8829086495551,84.629491433895,85.2114372285036,85.5831350923996,85.866205982457,80.3534551450573,76.4274859327885,75.4770985277337,78.6308037285846,95.944310220905,105.524232171015,116.549782379648,114.933803232835,109.403262505268,109.569557994505,115.924496111725,114.400833381894,104.186841823183,105.199306422113,96.3256143683133,97.88095484199,83.4088850323327,81.2067393683411,84.1870116266903,82.1286054818432,76.2407041134116
BWA,65.9195781147001,69.7418276611398,72.7650318789505,76.3398001952537,77.387712439321,82.3170731707317,80.2168021680217,75.3873411098824,86.0,75.3375337533753,85.5692530819434,94.7136563876652,97.9150275373721,100.796695190322,105.698485212792,107.386255473063,116.707882534776,120.210387902696,120.584926884139,119.372942232864,119.501546297981,121.235392320534,123.836180087077,124.649064820936,118.773470717855,117.522808175582,117.459589590737,123.571753295954,114.451590222921,105.360864562126,104.847320396747,99.5583853464229,89.7512545868151,86.2082050096699,88.1806097283683,94.595171646002,90.955575275056,108.604415150755,101.841039320292,98.9290812021418,91.924729689918,87.5250655680957,91.8357740585774,85.8340425151264,90.9978228872631,88.5053520573505,86.3345889171215,95.1046388023392,96.715910335632,86.6860199052182,94.8997953386803,103.545577877685,110.654895009555,122.553582064643,118.088526862789,112.501672250529,100.464668753216,82.0092687424725,88.0634318560814,83.7546307605765,77.1394660404608
CAF,57.4545367418192,62.2516545984825,62.2950725665156,63.7223974454916,69.2528596784602,64.7696449864499,70.8762886597938,73.2009677419355,73.9435231051187,64.933122360612,73.5008478028886,67.2226952791009,58.7478877440636,65.1049252125144,71.0729370672464,61.0503166351623,51.5134770679399,59.5293038235671,57.3060779001441,57.5655068303631,66.3023280832322,58.4431938924067,56.4022587335688,60.7652604197473,58.8956716431012,53.6444942027307,46.8090580912756,46.3944345628938,42.7986346311062,46.7670475619484,42.9429835183745,43.7093216871222,43.2290760804125,39.9886220219109,48.4180322318527,50.4758911171183,47.0844050293092,55.8185083614851,51.0495318767161,43.212343897896,45.6597819937269,39.7304997372329,36.1085647794782,36.2312260023474,33.2439549188203,35.0709368656226,36.3958702287378,37.5808990187896,34.4375218095517,31.4942464896799,34.4304819543042,34.4756183327299,33.0594485943314,38.3992875721315,53.0950920179825,53.1451477769621,50.53064402191,57.1435457117119,65.8636468647533,52.2015999980344,52.2015999997316
CAN,,35.9007814714171,35.6027852716766,35.4183626595467,37.0960825379616,36.985396316202,38.4081490826746,39.2363868473556,40.8515703479666,42.021693740645,41.6320830533707,40.824051698947,41.9900953973088,44.4375101834057,48.2465208087527,46.0101634973425,44.4144944931648,45.9125599858509,49.0090976821495,52.4140613846798,53.4976285041651,52.2781317331343,46.7855822407459,46.8897355435308,52.6754344987322,53.0490387993776,53.2857279054247,51.0807342208607,51.570865517512,50.2576880420193,50.1751089831558,49.4008606327038,52.9160539035975,58.440817181658,64.5925875261397,69.2823529837522,70.4905235915489,74.3366100816522,78.0811853628611,80.1150293129295,82.7653578503214,78.3442183943698,75.7070320779233,69.8400946170607,70.1924199909562,69.7591330167357,68.0521644769988,66.2834197482347,67.0236083618983,58.4743918224897,60.2081215044483,62.4987387708328,62.5955489395005,62.2310749013405,64.3786621564923,66.1649020669781,65.3636845215556,65.1010608504649,66.447716838606,65.4123620794239,60.7825304382345
CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5079732169172,69.0499591198553,74.1833817873696,74.3192572133962,73.9371749607639,80.0740088868955,80.6833535513277,79.5722529667524,83.7924572744893,90.8225817392549,93.6193955280287,101.785041682494,104.55208978432,104.139845965171,92.8790805516408,104.502858569049,113.371899894657,116.768918641609,117.761011466465,120.600440052344,120.805244597619,121.715348633212,125.197612303515,126.22206171919,123.631154535579,118.423324594327
CHE,,,,,,,,,,,,,,,,,,,,,94.6586775469917,95.7426603151456,87.9326713700655,86.9203211195115,91.505560870127,92.7084010503012,86.8085996526849,80.860597748221,83.2461600808386,88.2006945509162,82.3182266090428,78.0113733009048,78.6389655386336,77.3866338147119,75.9003940698354,76.0186938813492,78.4751721483113,88.1297113040595,87.7400169998937,89.1185416697542,97.1351609970193,95.1309572793268,90.6590050823664,89.1278569115947,93.9405486651636,100.460725120111,104.607003441164,111.554559290078,115.136745089671,107.725299706923,117.883494073748,123.094341634788,124.070182759985,130.891636798867,116.290754920505,113.122254468133,119.728166414981,119.270037208402,119.976635141108,119.215536452275,115.889399716918
CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
