Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,2,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,01,Animals; live,1,No Quantity,0,,,,0,,35026556,,,4
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0101,"Horses, asses, mules and hinnies; live",5,Number of items,6,,,,2668,,230000,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,010129,"Horses; live, other than pure-bred breeding animals",5,Number of items,6,,,,2668,,230000,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0106,"Animals; live, n.e.c. in chapter 01",5,Number of items,42989,,,,71484,,34796556,,,6
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,010611,"Mammals; live, primates",5,Number of items,19674,,,,66665,,34582746,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,010619,"Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",5,Number of items,6208,,,,1227,,154566,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,010620,Reptiles; live (including snakes and turtles),5,Number of items,16735,,,,3209,,38139,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,010649,"Insects; live, other than bees",1,No Quantity,0,,,,383,,21105,,,6
H5,2018,2018,2018,2,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,0,,,,0,,3182312,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0208,"Meat and edible meat offal, n.e.c. in chapter 2; fresh, chilled or frozen",8,Weight in kilograms,812180,,,,812180,,3182312,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,020810,"Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen",8,Weight in kilograms,812180,,,,812180,,3182312,,,0
H5,2018,2018,2018,2,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0,,,,0,,1752027618,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0301,Fish; live,8,Weight in kilograms,50672,,,,50672,,859640,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030111,"Fish; live, ornamental, freshwater",8,Weight in kilograms,50211,,,,50211,,843878,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030199,"Fish; live, n.e.c. in heading 0301",8,Weight in kilograms,461,,,,461,,15762,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",8,Weight in kilograms,77656,,,,77656,,967487,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030229,"Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,2910,,,,2910,,58140,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030289,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",8,Weight in kilograms,74746,,,,74746,,909347,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",8,Weight in kilograms,46310383,,,,46310383,,160421216,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030311,"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,16728,,,,16728,,48511,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030312,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,104473,,,,104473,,372374,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030323,"Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,24123984,,,,24123984,,41322814,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030324,"Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,7936,,,,7936,,31612,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030325,"Fish; frozen, carp  (as specified by the WCO), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,147545,,,,147545,,967894,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030326,"Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,108767,,,,108767,,1115708,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030331,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,680,,,,680,,3698,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030332,"Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,2125,,,,2125,,13123,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030333,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,1770,,,,1770,,14958,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030339,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,54028,,,,54028,,189768,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030341,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,82500,,,,82500,,255750,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030342,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,1,,,,1,,5,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030343,"Fish; frozen, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,21000,,,,21000,,69300,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030353,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,241342,,,,241342,,424730,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030354,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,68077,,,,68077,,214799,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030359,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,432914,,,,432914,,1043859,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030363,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,1386,,,,1386,,5378,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030366,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,26000,,,,26000,,41600,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030367,"Fish; frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,125221,,,,125221,,339151,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030369,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9",8,Weight in kilograms,30,,,,30,,226,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030389,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",8,Weight in kilograms,20634289,,,,20634289,,113793581,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030391,"Fish; frozen, livers, roes and milt",8,Weight in kilograms,38792,,,,38792,,84340,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030399,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal",8,Weight in kilograms,70795,,,,70795,,68037,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,206712278,,,,206712278,,1102347870,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030461,"Fish fillets; frozen, tilapias (Oreochromis spp.)",8,Weight in kilograms,50838933,,,,50838933,,184398841,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030462,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",8,Weight in kilograms,2044202,,,,2044202,,11946518,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030469,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",8,Weight in kilograms,32322,,,,32322,,210179,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030471,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",8,Weight in kilograms,43431933,,,,43431933,,303991599,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030472,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)",8,Weight in kilograms,13291578,,,,13291578,,80284038,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030473,"Fish fillets; frozen, coalfish (Pollachius virens)",8,Weight in kilograms,18395,,,,18395,,60257,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030474,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)",8,Weight in kilograms,2640198,,,,2640198,,6698128,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030475,"Fish fillets; frozen, Alaska pollack (Theragra chalcogramma)",8,Weight in kilograms,24588279,,,,24588279,,60495398,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030479,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollack",8,Weight in kilograms,957900,,,,957900,,3574486,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030481,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",8,Weight in kilograms,42061753,,,,42061753,,287684471,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030482,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",8,Weight in kilograms,8670,,,,8670,,129015,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030483,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",8,Weight in kilograms,19700328,,,,19700328,,119193362,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030487,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",8,Weight in kilograms,787099,,,,787099,,8922905,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030489,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",8,Weight in kilograms,5297832,,,,5297832,,27237257,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030493,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",8,Weight in kilograms,11614,,,,11614,,51708,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030494,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollack (Theragra chalcogramma)",8,Weight in kilograms,227548,,,,227548,,513371,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030495,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",8,Weight in kilograms,415541,,,,415541,,2353882,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030499,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",8,Weight in kilograms,358153,,,,358153,,4602455,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",8,Weight in kilograms,14715981,,,,14715981,,53425125,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030510,"Fish; flours, meals and pellets, fit for human consumption",8,Weight in kilograms,9950,,,,9950,,76118,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030520,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",8,Weight in kilograms,263402,,,,263402,,2996415,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030532,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",8,Weight in kilograms,13979843,,,,13979843,,47582524,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030539,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",8,Weight in kilograms,28382,,,,28382,,166400,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030549,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",8,Weight in kilograms,4,,,,4,,27,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030551,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",8,Weight in kilograms,5348,,,,5348,,81880,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030559,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",8,Weight in kilograms,91368,,,,91368,,1023499,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030569,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",8,Weight in kilograms,337684,,,,337684,,1498262,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0306,"Crustaceans; in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked, cooked or not before or during smoking; in shell, steamed or boiled, whether or not chilled, frozen, dried, salted or in brine; edible flours, meals, pellets",8,Weight in kilograms,12043254,,,,12043254,,112123583,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030614,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8,Weight in kilograms,4011526,,,,4011526,,30798322,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030615,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8,Weight in kilograms,135283,,,,135283,,3034757,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030616,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8,Weight in kilograms,8916,,,,8916,,40156,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030617,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8,Weight in kilograms,6729216,,,,6729216,,69876763,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030619,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",8,Weight in kilograms,36256,,,,36256,,792334,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030636,"Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not",8,Weight in kilograms,168,,,,168,,3346,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030695,"Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",8,Weight in kilograms,1121889,,,,1121889,,7577905,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0307,"Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, cooked or not before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",8,Weight in kilograms,45927798,,,,45927798,,316630646,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030722,"Molluscs; scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen",8,Weight in kilograms,8407492,,,,8407492,,90924700,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030729,"Molluscs; scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",8,Weight in kilograms,297743,,,,297743,,1905045,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030732,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",8,Weight in kilograms,25000,,,,25000,,99363,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030739,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",8,Weight in kilograms,71437,,,,71437,,4443583,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030742,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",8,Weight in kilograms,4967,,,,4967,,31468,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030743,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",8,Weight in kilograms,34804772,,,,34804772,,199649887,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030749,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",8,Weight in kilograms,18225,,,,18225,,370461,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030752,"Molluscs; octopus (Octopus spp.), frozen",8,Weight in kilograms,2217479,,,,2217479,,17905930,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030759,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",8,Weight in kilograms,57023,,,,57023,,927738,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030771,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",8,Weight in kilograms,90,,,,90,,900,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030783,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",8,Weight in kilograms,6420,,,,6420,,150956,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030792,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",8,Weight in kilograms,17150,,,,17150,,220615,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0308,"Aquatic invertebrates, other than crustaceans and molluscs; live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during the smoking process; flours, meals, and pellets, fit for human consumption",8,Weight in kilograms,534433,,,,534433,,5252051,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030812,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",8,Weight in kilograms,354,,,,354,,36525,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030821,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",8,Weight in kilograms,889,,,,889,,91512,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030830,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",8,Weight in kilograms,517182,,,,517182,,4991521,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,030890,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking, includes edible flours, meals, and pellets",8,Weight in kilograms,16008,,,,16008,,132493,,,0
H5,2018,2018,2018,2,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0,,,,0,,16146135,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8,Weight in kilograms,339796,,,,339796,,526216,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,040221,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",8,Weight in kilograms,1800,,,,1800,,68976,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,040229,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",8,Weight in kilograms,4,,,,4,,4,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,040299,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",8,Weight in kilograms,337992,,,,337992,,457236,,,0
H5,2018,2018,2018,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,0407,"Birds' eggs, in shell; fresh, preserved or cooked",8,Weight in kilograms,1660168,,,,1660168,,5474692,,,0
H5,2018,2018,2018,6,1,2,Export,156,China,CHN,842,USA,USA,,,,,,,,040790,"Birds' eggs, in shell; preserved or cooked",8,Weight in kilograms,1660168,,,,1660168,,5474692,,,0
